"titulo_1","titulo_2","doi_1","doi_2","distancia_levenshtein","largo_min","distancia_relativa"
"Changes in symptoms of anhedonia with psilocybin-assisted psychotherapy: a secondary analysis of a randomized clinical trial for treatment-resistant depression","187. Changes in Symptoms of Anhedonia With Psilocybin-Assisted Psychotherapy: a Secondary Analysis of a Randomized Clinical Trial for Treatment-Resistant Depression","10.1111/bdi.13476","10.1016/j.biopsych.2025.02.424",4,158,0.0253164556962025
