id	label	weight
2293	shinozuka	2
2294	kenneth	2
2295	alejandro	2
2296	lopez e.	2
2297	hieronymus f.	2
2298	rosen r.c.	2
2299	schmid y.	2
2300	cardone	2
2301	alnagger	2
2302	gosseries	2
2303	martial	2
2304	giuseppe	2
2305	sun x.	2
2306	malievskaia e	2
2307	schmitz c.n.	2
2308	alpert	2
2309	o'donnell	2
2310	kelley c.	2
2311	shao lx	2
2312	liao c	2
2313	davoudian pa	2
2314	savalia nk	2
2315	jiang q	2
2316	nothnagel jd	2
2317	kwan ac.	2
2318	bryson n.	2
2319	agin-liebes	2
2320	gabrielle	2
2321	rogers	2
2322	pagni b	2
2323	romeo b.	2
2324	kervadec e.	2
2325	strika-bruneau l.	2
2326	piolino p.	2
2327	handersson	2
2328	laborde	2
2329	bolcont	2
2330	raynara	2
2331	arcoverde	2
2332	emerson	2
2333	do a.	2
2334	wolf	2
2335	wallace	2
2336	j. j.	2
2337	van der vaart a.	2
2338	lapratt j.	2
2339	swartz k.	2
2340	shoultz a.	2
2341	lauterbach m.	2
2342	sackeim h.a.	2
2343	plourde	2
2344	louis	2
2345	gagnon	2
2346	johanne	2
2347	deschamps	2
2348	joly	2
2349	yann	2
2350	badulescu s.	2
2351	phan l.	2
2352	kruegel a.c.	2
2353	godfrey	2
2354	heresco-levy u.	2
2355	fleury	2
2356	sixtine	2
2357	debattista c	2
2358	lake s.	2
2359	lucas p.	2
2360	thompson	2
2361	linda	2
2362	fineberg n.a.	2
2363	mcallister-williams r.h.	2
2364	perna g.	2
2365	reif a.	2
2366	borissova a.	2
2367	bhatt	2
2368	kush v.	2
2369	doss	2
2370	wolinsky	2
2371	vandrey	2
2372	fusar-poli p.	2
2373	amerio a.	2
2374	stocker k.	2
2375	hartmann m.	2
2376	lancelotta r.	2
2377	farah	2
2378	enrico	2
2379	creed m.	2
2380	maggio c.	2
2381	van der vaart a	2
2382	sackeim ha.	2
2383	ran c.	2
2384	tiwari	2
2385	praachi	2
2386	natasha	2
2387	fabrizio	2
2388	barkova	2
2389	raef	2
2390	julie m.	2
2391	roddy	2
2392	johnson d	2
2393	nichols d.e.	2
2394	uri	2
2395	palitsky	2
2396	roman	2
2397	maples-keller	2
2398	george h.	2
2399	ali j.	2
2400	scott t.	2
2401	cosimano	2
2402	danforth	2
2403	koslowski	2
2404	mary elizabeth	2
2405	hui	2
2406	sokoowska e.	2
2407	singh	2
2408	nikita	2
2409	rush b.	2
2410	daniel h.	2
2411	lori l.	2
2412	jennifer m.	2
2413	holas	2
2414	bezcioglu	2
2415	ekwudo	2
2416	gubert	2
2417	sun y.	2
2418	paolo l.	2
2419	sydney	2
2420	cody	2
2421	ned	2
2422	erne l.	2
2423	thomann j.	2
2424	luethi d.	2
2425	collins	2
2426	johansen a.	2
2427	hou	2
2428	jing	2
2429	guerra	2
2430	lorena terene lopes	2
2431	hooper j.f.	2
2432	hutchison k.e.	2
2433	hashimoto k.	2
2434	danica	2
2435	doyle	2
2436	zech	2
2437	james m.	2
2438	andion	2
2439	sabucedo	2
2440	farre	2
2441	magi	2
2442	ilhui a.	2
2443	lerer	2
2444	cecily	2
2445	karin	2
2446	bernard	2
2447	danda h.	2
2448	mazochova k.	2
2449	syrova k.	2
2450	cihlarova p.	2
2451	jurok r.	2
2452	totomanova i.	2
2453	haijen e.c.h.m.	2
2454	hurks p.p.m.	2
2455	sabbah s.g.	2
2456	perez g.m.	2
2457	guedes h.v.s.	2
2458	galdino t.p.	2
2459	afonso v.i.	2
2460	bezcioglu b.	2
2461	wojtasiewicz	2
2462	cyril	2
2463	horrillo i.	2
2464	cleare a.	2
2465	vogt s.b.	2
2466	singh i.	2
2467	weiglein g.	2
2468	kirlic n	2
2469	peck sk	2
2470	koelpin d.	2
2471	oliveira-maia a.j.	2
2472	fonzo g.a.	2
2473	johan	2
2474	wall mb	2
2475	rymaszewska j.	2
2476	james j	2
2477	anthony j	2
2478	knox	2
2479	huang z.	2
2480	havenith	2
2481	gold	2
2482	ya k.	2
2483	atiq m.a.	2
2484	weintraub m.j.	2
2485	miklowitz d.j.	2
2486	jeffrey j.k.	2
2487	robbins b.	2
2488	zhuang r.	2
2489	sandini t.	2
2490	van bruggen r.	2
2491	lee s.	2
2492	fiedorowicz j.g.	2
2493	carlos	2
2494	natalia	2
2495	wiktoria	2
2496	nikolic	2
2497	zaczek	2
2498	mathias	2
2499	boehlke	2
2500	correll c.u.	2
2501	cipriani a.	2
2502	tanuseputro p.	2
2503	myran d.t.	2
2504	white t.	2
2505	vieta e.	2
2506	pettorruso m.	2
2507	martinotti g.	2
2508	yibo	2
2509	marazziti	2
2510	donatella	2
2511	gurrieri	2
2512	russomanno	2
2513	gerardo	2
2514	gambini	2
2515	matteo	2
2516	martinez-alvarez n.	2
2517	brand	2
2518	mayo	2
2519	leah m.	2
2520	jean	2
2521	v.	2
2522	reed	2
2523	saniyah	2
2524	koning	2
2525	stanciu	2
2526	gabriela-dumitrita	2
2527	tamba	2
2528	bogdan-ionel	2
2529	silva s.m.l.	2
2530	blest-hopley g.	2
2531	ruffell s.g.d.	2
2532	shaub h.	2
2533	gooch p.m.	2
2534	gaughan s.j.	2
2535	joseph l.	2
2536	bordoloi m.	2
2537	kai	2
2538	yue	2
2539	farzin h.	2
2540	hashemi	2
2541	van den eynde v.	2
2542	gillman p.k.	2
2543	gray	2
2544	noah n.	2
2545	somers m	2
2546	portes m.a.m.	2
2547	beaton b.	2
2548	goncalves	2
2549	kaike thie da costa	2
2550	maria luiza de morais	2
2551	de brito	2
2552	aldielyson jorge cavalcante	2
2553	cavalcanti-ribeiro	2
2554	sadko k.	2
2555	leeks c.	2
2556	bostian c.	2
2557	donnelly a.	2
2558	feng w.	2
2559	conlan e.	2
2560	swords	2
2561	caroline m.	2
2562	jared w.	2
2563	kessing	2
2564	thorens	2
2565	louise	2
2566	zullino	2
2567	daniele	2
2568	li s.	2
2569	hudson	2
2570	mcdonald	2
2571	michael g.	2
2572	hatzipantelis	2
2573	fenton	2
2574	ethan m.	2
2575	isak k.	2
2576	powell	2
2577	noel a.	2
2578	jenkins	2
2579	nord	2
2580	alex s.	2
2581	johnston r.b.	2
2582	ocallaghan c.	2
2583	kallianis v.	2
2584	ross m.l.	2
2585	ziaja a.	2
2586	niedzielska-andres e.	2
2587	shallcross	2
2588	soylemez k.k.	2
2589	de boo e.m.	2
2590	lusher j.	2
2591	anika r.	2
2592	hardy	2
2593	f.	2
2594	hua k.	2
2595	justine	2
2596	perl y.s.	2
2597	rowlett	2
2598	james k.	2
2599	lorenz	2
2600	steven e.	2
2601	mashour	2
2602	george a.	2
2603	clauw	2
2604	horowitz	2
2605	geller	2
2606	lazar m.	2
2607	brownstien m.	2
2608	shevakh c.	2
2609	rodan	2
2610	sarah-catherine	2
2611	meez	2
2612	greenstien	2
2613	kayla	2
2614	suraev	2
2615	miguel a.	2
2616	iain s.	2
2617	zarrabi a.j.	2
2618	shafaroodi h.	2
2619	chung	2
2620	yang l.	2
2621	seillier l.	2
2622	seillier a.	2
2623	slamberova r.	2
2624	luquiens a.	2
2625	belahda d.	2
2626	graux c.	2
2627	igounenc n.	2
2628	serrand c.	2
2629	mura t.	2
2630	sergent f.	2
2631	freeman-young	2
2632	timara k.	2
2633	ladybird	2
2634	sethi	2
2635	tanmeet	2
2636	myers	2
2637	bonnie a.	2
2638	tai	2
2639	marlene	2
2640	kollefrath	2
2641	brandon j.	2
2642	sorta	2
2643	gooley	2
2644	ted a.	2
2645	iyer r.	2
2646	neil	2
2647	aboulafia-brakha t.	2
2648	brudner rm	2
2649	gomes fa	2
2650	blainey mg	2
2651	weiglein g	2
2652	mcintyre rs	2
2653	rosenblat jd.	2
2654	noah d.	2
2655	hales s.	2
2656	lou w.	2
2657	bryson a.	2
2658	butler m.	2
2659	kanaan r.	2
2660	fleury v.	2
2661	tomkova e.	2
2662	o'callaghan c.	2
2663	bedi g.	2
2664	engeli	2
2665	herdener	2
2666	wolfgang as	2
2667	rodriguez ci	2
2668	yang s.	2
2669	madero	2
2670	santiago	2
2671	strickland	2
2672	justin c.	2
2673	levine	2
2674	zeller	2
2675	maximiliano	2
2676	ibrahim m.	2
2677	vale l.n.	2
2678	nicholson	2
2679	angela t. h.	2
2680	stephen m.	2
2681	caulfield	2
2682	elliot	2
2683	murphy	2
2684	vidot	2
2685	baral	2
2686	amrit	2
2687	beaglehole b.	2
2688	sulstarova a.	2
2689	curtis l.	2
2690	richard-lepouriel h.	2
2691	preller k.	2
2692	leucht s.	2
2693	teoh e.	2
2694	tapp	2
2695	moureaux	2
2696	yadav	2
2697	ortiz	2
2698	lorena	2
2699	reed s.	2
2700	hennessey	2
2701	sanders j.	2
2702	sholevar r.	2
2703	maltman	2
2704	godfrey k.	2
2705	yuan	2
2706	duan	2
2707	zhang m.	2
2708	zhang c.	2
2709	liu j.	2
2710	dlestikova	2
2711	lapratt	2
2712	lauterbach	2
2713	margo	2
2714	swartz	2
2715	han	2
2716	lozano	2
2717	carrera	2
2718	juan	2
2719	louie e.	2
2720	towers e.	2
2721	overall	2
2722	mathew a	2
2723	lowe	2
2724	matthew x.	2
2725	kaadt e.	2
2726	m. ishrat	2
2727	ariel	2
2728	herdener m.	2
2729	schmitz g.p.	2
2730	casey	2
2731	austen b.	2
2732	bailey n.w.	2
2733	fitzgerald p.b.	2
2734	solmi	2
2735	singleton s.p.	2
2736	satterthwaite t.d.	2
2737	dvorak d.	2
2738	hughes z.a.	2
2739	klein a.k.	2
2740	chuchawankul s.	2
2741	strike	2
2742	lo	2
2743	rush	2
2744	gang	2
2745	hampsey e.	2
2746	george	2
2747	arikci d.	2
2748	rhee	2
2749	taeho greg	2
2750	machado-vieira r.	2
2751	williams s	2
2752	michnevich t.	2
2753	roediger l.	2
2754	diana k.	2
2755	n. m.	2
2756	lodetti	2
2757	guilherme	2
2758	reus	2
2759	gislaine zilli	2
2760	rico	2
2761	eduardo pacheco	2
2762	virginie	2
2763	ekman c.j.	2
2764	jaime	2
2765	lhotkova e.	2
2766	brejtr v.	2
2767	aurore	2
2768	jones g.h.	2
2769	johnston j.n.	2
2770	akula n.	2
2771	schulmann a.	2
2772	peng s.	2
2773	yuan p.	2
2774	yavi m.	2
2775	quintanilla b.	2
2776	elkahloun a.	2
2777	moaddel r.	2
2778	henter i.d.	2
2779	kadriu b.	2
2780	kvarta m.d.	2
2781	mcmahon f.j.	2
2782	hornqvist n.	2
2783	alvarez o	2
2784	brakha t.a.	2
2785	anton	2
2786	vogt	2
2787	severin b.	2
2788	kasareo k.	2
2789	kerr-gaffney j.	2
2790	askari f.	2
2791	ippolito	2
2792	aurelija	2
2793	shaun	2
2794	gilmour	2
2795	gary	2
2796	sharp	2
2797	trevor	2
2798	sobolenko v.	2
2799	beidas z.	2
2800	roberto	2
2801	gazzaley a.	2
2802	yu f.	2
2803	felipe	2
2804	joseph	2
2805	betzler f	2
2806	schmitz cn	2
2807	strohle a	2
2808	assadi z	2
2809	bahri s	2
2810	becher l	2
2811	farber lv	2
2812	harder h	2
2813	kulakova e	2
2814	meijer a	2
2815	rohrmoser b	2
2816	berger mm	2
2817	kumorek w.	2
2818	bilecki w.	2
2819	rachel	2
2820	fang	2
2821	bhat	2
2822	berg c.j.	2
2823	loparco c.r.	2
2824	mccready d.m.	2
2825	romm k.f.	2
2826	johnson m.	2
2827	cavazos-rehg p.a.	2
2828	agnieszka	2
2829	rybakowski	2
2830	puigseslloses	2
2831	pol	2
2832	nadal-gratacos	2
2833	riera-colomer	2
2834	ettcheto	2
2835	miren	2
2836	berzosa	2
2837	pubill	2
2838	escubedo	2
2839	lopez-arnau	2
2840	raul	2
2841	van ameringen m	2
2842	patel v	2
2843	patterson b	2
2844	hopkinson p	2
2845	savalia	2
2846	amelia	2
2847	levander x.a.	2
2848	gregoire d.	2
2849	fossati p.	2
2850	naude g.p.	2
2851	emma s. j.	2
2852	viljoen g.	2
2853	walter h.	2
2854	soto-angona o.	2
2855	sun m.	2
2856	baker t.l.	2
2857	mcdonald s.j.	2
2858	mazzola e.	2
2859	iuga r.	2
2860	alaux s.	2
2861	amberger c.	2
2862	szczesniak l.	2
2863	catzeflis p.	2
2864	eskinazi m.	2
2865	sapienza j.	2
2866	bosia m.	2
2867	mcmahon l.r.	2
2868	obeng s.	2
2869	shaw	2
