id	label	weight
2357	johansen a.	2
2358	hou	2
2359	jing	2
2360	guerra	2
2361	lorena terene lopes	2
2362	hooper j.f.	2
2363	hutchison k.e.	2
2364	hashimoto k.	2
2365	danica	2
2366	doyle	2
2367	zech	2
2368	james m.	2
2369	andion	2
2370	sabucedo	2
2371	farre	2
2372	magi	2
2373	ilhui a.	2
2374	lerer	2
2375	cecily	2
2376	karin	2
2377	bernard	2
2378	danda h.	2
2379	mazochova k.	2
2380	syrova k.	2
2381	cihlarova p.	2
2382	jurok r.	2
2383	totomanova i.	2
2384	haijen e.c.h.m.	2
2385	hurks p.p.m.	2
2386	sabbah s.g.	2
2387	perez g.m.	2
2388	guedes h.v.s.	2
2389	galdino t.p.	2
2390	afonso v.i.	2
2391	bezcioglu b.	2
2392	wojtasiewicz	2
2393	cassandra	2
2394	cyril	2
2395	horrillo i.	2
2396	cleare a.	2
2397	vogt s.b.	2
2398	singh i.	2
2399	weiglein g.	2
2400	kirlic n	2
2401	peck sk	2
2402	koelpin d.	2
2403	oliveira-maia a.j.	2
2404	fonzo g.a.	2
2405	johan	2
2406	wall mb	2
2407	carhart-harris r	2
2408	rymaszewska j.	2
2409	knox	2
2410	huang z.	2
2411	havenith	2
2412	gold	2
2413	ya k.	2
2414	atiq m.a.	2
2415	weintraub m.j.	2
2416	miklowitz d.j.	2
2417	jeffrey j.k.	2
2418	robbins b.	2
2419	zhuang r.	2
2420	sandini t.	2
2421	van bruggen r.	2
2422	lee s.	2
2423	fiedorowicz j.g.	2
2424	carlos	2
2425	natalia	2
2426	wiktoria	2
2427	nikolic	2
2428	zaczek	2
2429	mathias	2
2430	boehlke	2
2431	correll c.u.	2
2432	cipriani a.	2
2433	tanuseputro p.	2
2434	myran d.t.	2
2435	white t.	2
2436	vieta e.	2
2437	pettorruso m.	2
2438	martinotti g.	2
2439	yibo	2
2440	marazziti	2
2441	donatella	2
2442	gurrieri	2
2443	russomanno	2
2444	gerardo	2
2445	gambini	2
2446	matteo	2
2447	martinez-alvarez n.	2
2448	brand	2
2449	mayo	2
2450	leah m.	2
2451	v.	2
2452	reed	2
2453	dellacrosse	2
2454	saniyah	2
2455	stanciu	2
2456	gabriela-dumitrita	2
2457	tamba	2
2458	bogdan-ionel	2
2459	silva s.m.l.	2
2460	blest-hopley g.	2
2461	ruffell s.g.d.	2
2462	shaub h.	2
2463	gooch p.m.	2
2464	gaughan s.j.	2
2465	joseph l.	2
2466	bordoloi m.	2
2467	kai	2
2468	yue	2
2469	farzin h.	2
2470	hashemi	2
2471	van den eynde v.	2
2472	gillman p.k.	2
2473	gray	2
2474	noah n.	2
2475	somers m	2
2476	portes m.a.m.	2
2477	beaton b.	2
2478	goncalves	2
2479	kaike thie da costa	2
2480	maria luiza de morais	2
2481	de brito	2
2482	aldielyson jorge cavalcante	2
2483	cavalcanti-ribeiro	2
2484	sadko k.	2
2485	leeks c.	2
2486	bostian c.	2
2487	donnelly a.	2
2488	feng w.	2
2489	conlan e.	2
2490	swords	2
2491	caroline m.	2
2492	jared w.	2
2493	kessing	2
2494	gabriel	2
2495	louise	2
2496	li s.	2
2497	hudson	2
2498	mcdonald	2
2499	michael g.	2
2500	hatzipantelis	2
2501	fenton	2
2502	ethan m.	2
2503	isak k.	2
2504	powell	2
2505	noel a.	2
2506	jenkins	2
2507	nord	2
2508	alex s.	2
2509	johnston r.b.	2
2510	ocallaghan c.	2
2511	kallianis v.	2
2512	ross m.l.	2
2513	ziaja a.	2
2514	niedzielska-andres e.	2
2515	shallcross	2
2516	soylemez k.k.	2
2517	de boo e.m.	2
2518	lusher j.	2
2519	anika r.	2
2520	hardy	2
2521	f.	2
2522	hua k.	2
2523	justine	2
2524	perl y.s.	2
2525	rowlett	2
2526	james k.	2
2527	lorenz	2
2528	steven e.	2
2529	mashour	2
2530	george a.	2
2531	clauw	2
2532	horowitz	2
2533	geller	2
2534	lazar m.	2
2535	brownstien m.	2
2536	shevakh c.	2
2537	rodan	2
2538	sarah-catherine	2
2539	meez	2
2540	greenstien	2
2541	kayla	2
2542	suraev	2
2543	miguel a.	2
2544	iain s.	2
2545	zarrabi a.j.	2
2546	shafaroodi h.	2
2547	chung	2
2548	yang l.	2
2549	seillier l.	2
2550	seillier a.	2
2551	slamberova r.	2
2552	luquiens a.	2
2553	belahda d.	2
2554	graux c.	2
2555	igounenc n.	2
2556	serrand c.	2
2557	mura t.	2
2558	sergent f.	2
2559	freeman-young	2
2560	timara k.	2
2561	ladybird	2
2562	sethi	2
2563	tanmeet	2
2564	myers	2
2565	bonnie a.	2
2566	tai	2
2567	marlene	2
2568	kollefrath	2
2569	brandon j.	2
2570	sorta	2
2571	gooley	2
2572	ted a.	2
2573	iyer r.	2
2574	neil	2
2575	aboulafia-brakha t.	2
2576	doyle z	2
2577	brudner rm	2
2578	gomes fa	2
2579	blainey mg	2
2580	weiglein g	2
2581	mcintyre rs	2
2582	rosenblat jd.	2
2583	noah d.	2
2584	hales s.	2
2585	lou w.	2
2586	bryson a.	2
2587	butler m.	2
2588	kanaan r.	2
2589	fleury v.	2
2590	tomkova e.	2
2591	o'callaghan c.	2
2592	bedi g.	2
2593	engeli	2
2594	herdener	2
2595	wolfgang as	2
2596	rodriguez ci	2
2597	yang s.	2
2598	madero	2
2599	santiago	2
2600	strickland	2
2601	justin c.	2
2602	levine	2
2603	zeller	2
2604	maximiliano	2
2605	ibrahim m.	2
2606	vale l.n.	2
2607	nicholson	2
2608	angela t. h.	2
2609	stephen m.	2
2610	caulfield	2
2611	elliot	2
2612	murphy	2
2613	vidot	2
2614	baral	2
2615	amrit	2
2616	beaglehole b.	2
2617	sulstarova a.	2
2618	curtis l.	2
2619	richard-lepouriel h.	2
2620	preller k.	2
2621	leucht s.	2
2622	teoh e.	2
2623	tapp	2
2624	moureaux	2
2625	yadav	2
2626	ortiz	2
2627	lorena	2
2628	reed s.	2
2629	hennessey	2
2630	sanders j.	2
2631	sholevar r.	2
2632	maltman	2
2633	godfrey k.	2
2634	yuan	2
2635	duan	2
2636	zhang m.	2
2637	zhang c.	2
2638	liu j.	2
2639	dlestikova	2
2640	lapratt	2
2641	lauterbach	2
2642	margo	2
2643	swartz	2
2644	han	2
2645	lozano	2
2646	carrera	2
2647	juan	2
2648	louie e.	2
2649	towers e.	2
2650	overall	2
2651	mathew a	2
2652	lowe	2
2653	matthew x.	2
2654	kaadt e.	2
2655	m. ishrat	2
2656	ariel	2
2657	herdener m.	2
2658	schmitz g.p.	2
2659	casey	2
2660	austen b.	2
2661	bailey n.w.	2
2662	fitzgerald p.b.	2
2663	singleton s.p.	2
2664	satterthwaite t.d.	2
2665	dvorak d.	2
2666	hughes z.a.	2
2667	klein a.k.	2
2668	chuchawankul s.	2
2669	strike	2
2670	lo	2
2671	rush	2
2672	gang	2
2673	hampsey e.	2
2674	george	2
2675	arikci d.	2
2676	rhee	2
2677	taeho greg	2
2678	machado-vieira r.	2
2679	williams s	2
2680	michnevich t.	2
2681	roediger l.	2
2682	diana k.	2
2683	n. m.	2
2684	lodetti	2
2685	guilherme	2
2686	reus	2
2687	gislaine zilli	2
2688	rico	2
2689	eduardo pacheco	2
2690	virginie	2
2691	ekman c.j.	2
2692	jaime	2
2693	lhotkova e.	2
2694	brejtr v.	2
2695	majic t	2
2696	aurore	2
2697	mertens lj	2
2698	jungaberle a	2
2699	jungaberle h	2
2700	jones g.h.	2
2701	johnston j.n.	2
2702	akula n.	2
2703	schulmann a.	2
2704	peng s.	2
2705	yuan p.	2
2706	yavi m.	2
2707	quintanilla b.	2
2708	elkahloun a.	2
2709	moaddel r.	2
2710	henter i.d.	2
2711	kadriu b.	2
2712	kvarta m.d.	2
2713	mcmahon f.j.	2
2714	hornqvist n.	2
2715	alvarez o	2
2716	brakha t.a.	2
2717	anton	2
2718	vogt	2
2719	severin b.	2
2720	kasareo k.	2
2721	kerr-gaffney j.	2
2722	askari f.	2
2723	ippolito	2
2724	aurelija	2
2725	shaun	2
2726	gilmour	2
2727	gary	2
2728	sharp	2
2729	trevor	2
2730	sobolenko v.	2
2731	beidas z.	2
2732	roberto	2
2733	gazzaley a.	2
2734	yu f.	2
2735	felipe	2
2736	joseph	2
2737	spangemacher	2
2738	kumorek w.	2
2739	bilecki w.	2
2740	wolff m	2
2741	rachel	2
2742	fang	2
2743	bhat	2
2744	berg c.j.	2
2745	loparco c.r.	2
2746	mccready d.m.	2
2747	romm k.f.	2
2748	johnson m.	2
2749	cavazos-rehg p.a.	2
2750	agnieszka	2
2751	rybakowski	2
2752	puigseslloses	2
2753	pol	2
2754	nadal-gratacos	2
2755	riera-colomer	2
2756	ettcheto	2
2757	miren	2
2758	berzosa	2
2759	pubill	2
2760	escubedo	2
2761	lopez-arnau	2
2762	raul	2
2763	amelia	2
2764	levander x.a.	2
2765	gregoire d.	2
2766	fossati p.	2
2767	naude g.p.	2
2768	emma s. j.	2
2769	viljoen g.	2
2770	walter h.	2
2771	soto-angona o.	2
2772	sun m.	2
2773	baker t.l.	2
2774	mcdonald s.j.	2
2775	mazzola e.	2
2776	iuga r.	2
2777	alaux s.	2
2778	amberger c.	2
2779	szczesniak l.	2
2780	catzeflis p.	2
2781	eskinazi m.	2
2782	sapienza j.	2
2783	bosia m.	2
2784	mcmahon l.r.	2
2785	obeng s.	2
2786	shaw	2
